Platform,Year,Genre,Publisher,NA_Sales
DS,2009.0,Racing,Codemasters,0.06
DS,2007.0,Misc,Namco Bandai Games,0.0
Wii,2008.0,Fighting,Ignition Entertainment,0.11
DS,2009.0,Role-Playing,Gust,0.08
XB,2004.0,Adventure,Electronic Arts,0.09
PSP,2006.0,Racing,Midway Games,0.11
GEN,1992.0,Adventure,Sega,0.0
PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01
PS,2001.0,Platform,Infogrames,0.07
DS,2010.0,Puzzle,Konami Digital Entertainment,0.11
GB,1999.0,Simulation,Ubisoft,0.0
X360,2013.0,Action,Deep Silver,0.08
Wii,2010.0,Platform,Konami Digital Entertainment,0.1
DS,2007.0,Action,Disney Interactive Studios,0.11
GC,2003.0,Platform,Activision,0.09
Wii,2011.0,Strategy,Namco Bandai Games,0.0
PS,2000.0,Sports,Tecmo Koei,0.0
XB,2004.0,Fighting,Acclaim Entertainment,0.09
PSP,2011.0,Action,Namco Bandai Games,0.0
PSP,2008.0,Misc,Ubisoft,0.11
DS,2010.0,Simulation,Ubisoft,0.11
PSV,2016.0,Action,Namco Bandai Games,0.0
DS,2008.0,Simulation,Atari,0.11
PSP,2010.0,Action,Sony Computer Entertainment,0.08
DS,2008.0,Misc,Electronic Arts,0.09
GC,nan,Sports,Unknown,0.09
N64,2000.0,Sports,Acclaim Entertainment,0.11
N64,1999.0,Platform,Interplay,0.1
N64,1999.0,Platform,Ubisoft,0.1
N64,1999.0,Simulation,Taito,0.0
XB,nan,Fighting,Unknown,0.09
DS,nan,Adventure,Unknown,0.11
3DS,2013.0,Role-Playing,Screenlife,0.09
DS,2007.0,Puzzle,Ubisoft,0.11
PS2,2002.0,Sports,Sega,0.06
DS,2008.0,Puzzle,Game Factory,0.1
PS2,2008.0,Platform,Take-Two Interactive,0.06
X360,2008.0,Action,Take-Two Interactive,0.08
X360,2006.0,Role-Playing,Sega,0.09
Wii,2008.0,Sports,Zoo Digital Publishing,0.11
X360,2011.0,Racing,Activision,0.11
GBA,2005.0,Racing,THQ,0.09
X360,2006.0,Sports,Take-Two Interactive,0.11
PSP,2009.0,Strategy,Deep Silver,0.08
DS,2007.0,Racing,THQ,0.11
PSP,2007.0,Action,Ubisoft,0.08
PSP,2011.0,Fighting,Namco Bandai Games,0.0
PSP,2011.0,Role-Playing,Atlus,0.07
Wii,2009.0,Racing,Zushi Games,0.11
PSP,2013.0,Action,Marvelous Entertainment,0.0
PC,nan,Misc,Unknown,0.06
PS,2000.0,Sports,THQ,0.07
DC,2001.0,Platform,Sega,0.0
PS,1996.0,Racing,FunSoft,0.07
SNES,1994.0,Role-Playing,Banpresto,0.0
DS,2010.0,Strategy,Namco Bandai Games,0.0
PS2,2003.0,Racing,Codemasters,0.06
PS2,2008.0,Platform,Brash Entertainment,0.06
GBA,2005.0,Misc,Vivendi Games,0.09
GBA,2004.0,Shooter,Konami Digital Entertainment,0.0
DS,2005.0,Misc,Atari,0.11
PS2,2003.0,Action,Acclaim Entertainment,0.06
PS3,2010.0,Racing,Deep Silver,0.08
PSP,2010.0,Strategy,Sony Computer Entertainment,0.11
PSP,2008.0,Strategy,Ubisoft,0.1
GBA,2003.0,Misc,Telegames,0.09
PS2,2001.0,Sports,Konami Digital Entertainment,0.0
DS,2008.0,Puzzle,Game Factory,0.1
DS,2006.0,Role-Playing,Ubisoft,0.09
PS2,2005.0,Adventure,Konami Digital Entertainment,0.06
3DS,2011.0,Racing,Activision,0.08
DS,2010.0,Misc,Zoo Games,0.11
GBA,2005.0,Misc,Crave Entertainment,0.09
XB,2006.0,Sports,Electronic Arts,0.09
X360,2009.0,Misc,Crave Entertainment,0.11
GB,2001.0,Role-Playing,Imagineer,0.0
X360,2010.0,Sports,Atari,0.11
PS3,2014.0,Role-Playing,Deep Silver,0.03
PSP,nan,Sports,Unknown,0.11
Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.09
Wii,2011.0,Sports,Ubisoft,0.11
PSP,2010.0,Shooter,Namco Bandai Games,0.0
GBA,2005.0,Platform,Midway Games,0.08
PS2,2003.0,Fighting,Capcom,0.06
DS,2008.0,Sports,Tecmo Koei,0.11
GC,2003.0,Sports,Activision,0.09
PS,1998.0,Platform,Eidos Interactive,0.07
GC,2002.0,Sports,Sega,0.09
PS4,2016.0,Action,Telltale Games,0.03
X360,2010.0,Racing,Activision,0.11
PS3,2011.0,Misc,Sony Computer Entertainment,0.11
XB,2005.0,Platform,THQ,0.09
X360,2010.0,Misc,Unknown,0.11
WiiU,2013.0,Shooter,Square Enix,0.06
GC,2002.0,Racing,Acclaim Entertainment,0.09
PSP,2013.0,Action,Broccoli,0.0
PS,1996.0,Sports,SPS,0.07
PS2,2005.0,Shooter,Playlogic Game Factory,0.06
XB,2003.0,Sports,Microsoft Game Studios,0.09
PC,2013.0,Shooter,Bohemia Interactive,0.0
X360,2014.0,Adventure,Telltale Games,0.04
DS,2007.0,Misc,Konami Digital Entertainment,0.11
3DS,2014.0,Fighting,Namco Bandai Games,0.0
DS,2011.0,Action,THQ,0.07
X360,2011.0,Sports,Ubisoft,0.08
DS,2005.0,Strategy,Ubisoft,0.1
3DS,2011.0,Sports,Hudson Soft,0.08
Wii,2007.0,Racing,Midway Games,0.1
PSV,2016.0,Misc,Sega,0.01
SAT,1994.0,Fighting,Sega,0.0
PSV,2016.0,Action,Ubisoft,0.02
GC,2002.0,Fighting,Acclaim Entertainment,0.09
PC,2014.0,Simulation,Kalypso Media,0.02
PSP,2011.0,Simulation,Namco Bandai Games,0.0
PS3,2016.0,Role-Playing,Square Enix,0.0
WiiU,2015.0,Action,Nippon Ichi Software,0.08
DS,2009.0,Puzzle,PopCap Games,0.11
GC,2002.0,Sports,Konami Digital Entertainment,0.0
Wii,2010.0,Shooter,Reef Entertainment,0.08
3DS,2016.0,Role-Playing,Atlus,0.0
PSV,2014.0,Sports,Konami Digital Entertainment,0.0
PS2,2007.0,Adventure,Activision,0.06
PS,1998.0,Racing,Interplay,0.07
Wii,2008.0,Shooter,Activision Value,0.11
XB,2004.0,Fighting,Eidos Interactive,0.09
DS,2010.0,Shooter,SouthPeak Games,0.09
PS4,2015.0,Sports,Tru Blu Entertainment,0.01
DS,2008.0,Puzzle,Destineer,0.11
PSV,2015.0,Action,Idea Factory International,0.02
SNES,1994.0,Fighting,Angel Studios,0.0
PS,2001.0,Strategy,Namco Bandai Games,0.0
3DS,2011.0,Action,Majesco Entertainment,0.11
PS3,2016.0,Adventure,Sega,0.0
X360,2008.0,Shooter,Moss,0.1
PS3,2014.0,Action,Tecmo Koei,0.02
WiiU,2013.0,Shooter,Activision,0.08
PS3,2009.0,Misc,MTV Games,0.11
DS,2009.0,Simulation,Electronic Arts,0.11
PS3,2011.0,Racing,Activision,0.06
SNES,1993.0,Sports,T&E Soft,0.0
XB,2005.0,Action,Konami Digital Entertainment,0.09
3DS,2011.0,Action,Activision,0.08
PS,2000.0,Racing,Electronic Arts,0.07
PS2,2002.0,Fighting,Spike,0.0
GBA,2002.0,Shooter,Acclaim Entertainment,0.08
DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11
PSV,2014.0,Misc,Kadokawa Games,0.0
PS,2001.0,Adventure,THQ,0.06
PS2,2003.0,Action,Sega,0.06
PS3,2008.0,Sports,Electronic Arts,0.1
X360,2012.0,Racing,Namco Bandai Games,0.05
XB,2004.0,Adventure,Ubisoft,0.09
PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07
Wii,2010.0,Action,D3Publisher,0.06
PSV,2014.0,Role-Playing,Idea Factory,0.02
XB,2003.0,Action,Vivendi Games,0.09
PC,2010.0,Adventure,Deep Silver,0.0
SAT,1997.0,Puzzle,Sega,0.0
PSP,2007.0,Role-Playing,Namco Bandai Games,0.0
GC,2005.0,Action,Konami Digital Entertainment,0.09
DS,2011.0,Sports,Konami Digital Entertainment,0.0
Wii,2011.0,Misc,O-Games,0.06
Wii,2008.0,Puzzle,THQ,0.11
DS,2011.0,Action,Electronic Arts,0.07
PS3,2009.0,Action,Sega,0.07
DS,2007.0,Puzzle,Telegames,0.11
PSV,2014.0,Role-Playing,Aksys Games,0.06
XOne,2015.0,Action,Activision,0.08
SNES,1991.0,Shooter,Capcom,0.0
PS,1996.0,Sports,Tecmo Koei,0.06
PSP,2007.0,Action,Ubisoft,0.1
GC,2005.0,Adventure,Global Star,0.09
SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0
PS,1996.0,Sports,Virgin Interactive,0.06
PS,1998.0,Role-Playing,Atlus,0.06
DS,2011.0,Platform,THQ,0.09
XB,2001.0,Racing,Midway Games,0.09
PSV,2014.0,Action,Idea Factory International,0.07
GC,2006.0,Action,THQ,0.09
PS,1998.0,Adventure,Sony Computer Entertainment,0.0
PC,2011.0,Role-Playing,Electronic Arts,0.07
X360,2013.0,Misc,Ubisoft,0.09
PS3,2013.0,Simulation,From Software,0.0
DS,2008.0,Action,Takara Tomy,0.0
PS2,2008.0,Adventure,Capcom,0.06
PS3,2011.0,Misc,Activision,0.11
DS,2009.0,Simulation,Ubisoft,0.07
DS,2007.0,Adventure,Konami Digital Entertainment,0.0
PS,1995.0,Strategy,Sony Computer Entertainment,0.0
PS2,2007.0,Misc,D3Publisher,0.0
DS,2007.0,Role-Playing,Nintendo,0.0
DS,nan,Action,Warner Bros. Interactive Entertainment,0.09
3DS,2011.0,Sports,Crave Entertainment,0.11
X360,2007.0,Action,Take-Two Interactive,0.1
DS,2009.0,Sports,Namco Bandai Games,0.0
SAT,1994.0,Fighting,JVC,0.0
XB,2002.0,Sports,Sega,0.09
DS,2010.0,Puzzle,Ubisoft,0.02
GC,2002.0,Shooter,NDA Productions,0.09
PS4,2015.0,Role-Playing,Namco Bandai Games,0.0
PS2,2002.0,Racing,Electronic Arts,0.05
Wii,2011.0,Misc,Electronic Arts,0.11
PSP,2005.0,Sports,Electronic Arts,0.11
PS4,2016.0,Action,Deep Silver,0.02
XB,2003.0,Action,THQ,0.09
DS,2008.0,Shooter,Zoo Games,0.11
GBA,2001.0,Racing,THQ,0.08
DS,2008.0,Adventure,Unknown,0.11
PS3,2012.0,Action,Sega,0.0
PS2,2000.0,Fighting,Tecmo Koei,0.0
DS,2009.0,Role-Playing,Nippon Ichi Software,0.08
Wii,2010.0,Misc,Ubisoft,0.11
XB,2004.0,Sports,Activision,0.09
XB,2002.0,Racing,Atari,0.09
SAT,1995.0,Strategy,Tecmo Koei,0.0
PC,2001.0,Strategy,Gathering of Developers,0.0
X360,2008.0,Strategy,Deep Silver,0.09
PS,2000.0,Racing,Video System,0.06
XB,2004.0,Shooter,Atari,0.09
PS2,2003.0,Racing,Metro 3D,0.06
PS2,2006.0,Racing,Electronic Arts,0.06
PS3,2008.0,Misc,Konami Digital Entertainment,0.11
X360,2011.0,Misc,Take-Two Interactive,0.08
DS,2005.0,Platform,Namco Bandai Games,0.09
PS3,2010.0,Sports,Activision,0.11
DS,2008.0,Puzzle,Midway Games,0.1
PS2,2005.0,Sports,Konami Digital Entertainment,0.0
PS2,2006.0,Fighting,Sega,0.0
PS2,2007.0,Role-Playing,Sting,0.05
XB,2002.0,Action,Sega,0.09
GBA,2002.0,Role-Playing,Atari,0.08
SAT,1998.0,Adventure,Data East,0.0
GBA,2004.0,Action,THQ,0.08
PSP,2012.0,Role-Playing,Square Enix,0.0
PS3,2011.0,Misc,Electronic Arts,0.08
DS,2007.0,Action,Namco Bandai Games,0.0
GBA,2002.0,Sports,Acclaim Entertainment,0.08
PSP,2006.0,Shooter,Disney Interactive Studios,0.1
PS2,2005.0,Role-Playing,Sega,0.06
XOne,2015.0,Sports,Activision,0.08
DS,2008.0,Misc,Electronic Arts,0.11
PS3,2009.0,Misc,Sony Computer Entertainment,0.11
DS,2009.0,Simulation,THQ,0.11
XB,2004.0,Shooter,Global Star,0.09
DS,2007.0,Fighting,Midway Games,0.09
3DS,2012.0,Sports,Nintendo,0.0
PS,1994.0,Fighting,Time Warner Interactive,0.06
GC,2006.0,Sports,Electronic Arts,0.09
XOne,2016.0,Racing,Codemasters,0.03
DS,2010.0,Action,Namco Bandai Games,0.0
PS3,2016.0,Sports,Konami Digital Entertainment,0.0
PS2,2005.0,Misc,Empire Interactive,0.06
GBA,2002.0,Shooter,Ubisoft,0.08
PS,1999.0,Fighting,SouthPeak Games,0.06
X360,2007.0,Shooter,SouthPeak Games,0.1
PS2,nan,Strategy,Bethesda Softworks,0.06
PSP,2005.0,Sports,Electronic Arts,0.1
XOne,2016.0,Adventure,Square Enix,0.08
X360,2008.0,Sports,Electronic Arts,0.11
PS2,2004.0,Sports,Acclaim Entertainment,0.06
XB,2004.0,Action,Microsoft Game Studios,0.08
PS,1998.0,Adventure,Gainax Network Systems,0.0
PSP,2010.0,Action,Tecmo Koei,0.0
WiiU,2014.0,Misc,Namco Bandai Games,0.0
PS2,2003.0,Role-Playing,Atlus,0.06
GBA,2003.0,Misc,Capcom,0.08
DS,2009.0,Strategy,THQ,0.11
3DS,2014.0,Puzzle,Sega,0.0
PC,2013.0,Action,Konami Digital Entertainment,0.0
Wii,2010.0,Role-Playing,Ackkstudios,0.06
DS,2007.0,Action,Ubisoft,0.1
DS,2010.0,Misc,505 Games,0.1
DS,2008.0,Misc,Ubisoft,0.1
Wii,2009.0,Sports,Tecmo Koei,0.1
PS2,2000.0,Strategy,Konami Digital Entertainment,0.06
PS2,2005.0,Shooter,Vivendi Games,0.06
PS,1999.0,Sports,Konami Digital Entertainment,0.06
DS,2009.0,Adventure,Sega,0.11
PS3,2010.0,Sports,O-Games,0.0
XB,2005.0,Action,THQ,0.08
XB,2003.0,Action,Kemco,0.08
DS,2004.0,Misc,THQ,0.1
WiiU,2014.0,Action,Nintendo,0.0
PS3,2010.0,Action,Electronic Arts,0.08
X360,2010.0,Racing,Activision,0.09
GC,2002.0,Racing,Acclaim Entertainment,0.09
DS,2007.0,Adventure,PQube,0.06
PS3,2011.0,Misc,Sony Computer Entertainment,0.0
X360,2009.0,Fighting,Ignition Entertainment,0.09
DS,2006.0,Role-Playing,Namco Bandai Games,0.1
PS2,2008.0,Misc,Namco Bandai Games,0.06
PS,2000.0,Fighting,SNK,0.0
PS,1997.0,Shooter,BMG Interactive Entertainment,0.06
X360,2011.0,Shooter,Codemasters,0.07
XB,2003.0,Action,Ubisoft,0.08
SAT,1998.0,Adventure,Sega,0.0
3DS,2015.0,Action,Activision,0.05
Wii,2007.0,Sports,Rising Star Games,0.08
PSP,2009.0,Role-Playing,Namco Bandai Games,0.0
PS,1994.0,Sports,Konami Digital Entertainment,0.0
XB,2005.0,Action,Global Star,0.08
PS2,2009.0,Action,D3Publisher,0.06
X360,2011.0,Misc,Ubisoft,0.11
SAT,1996.0,Racing,Sega,0.0
DS,2005.0,Shooter,Electronic Arts,0.1
PS3,2011.0,Simulation,Deep Silver,0.07
DS,2007.0,Puzzle,Majesco Entertainment,0.09
PS2,2005.0,Action,Ubisoft,0.06
PS4,2014.0,Action,Acquire,0.08
Wii,2010.0,Action,Nintendo,0.0
PC,2011.0,Strategy,DTP Entertainment,0.0
DS,2009.0,Puzzle,ValuSoft,0.1
Wii,2009.0,Sports,Ubisoft,0.1
PS2,2006.0,Misc,Daito,0.0
Wii,2010.0,Sports,O-Games,0.0
Wii,2008.0,Racing,Activision,0.1
PSP,2007.0,Sports,Ubisoft,0.02
PSP,2011.0,Action,Sony Computer Entertainment,0.0
DS,2010.0,Simulation,Deep Silver,0.11
XB,2002.0,Sports,Midway Games,0.08
XB,2002.0,Shooter,From Software,0.04
Wii,2011.0,Shooter,Mastiff,0.11
PS4,2015.0,Action,Tecmo Koei,0.03
X360,2006.0,Platform,Ubisoft,0.1
DS,2009.0,Adventure,Konami Digital Entertainment,0.1
XB,2002.0,Shooter,Rage Software,0.08
DS,2009.0,Misc,THQ,0.1
PS3,2010.0,Sports,O-Games,0.09
PS3,2008.0,Sports,Konami Digital Entertainment,0.0
PS3,2015.0,Action,Tecmo Koei,0.0
GC,2002.0,Shooter,Universal Interactive,0.09
Wii,2009.0,Adventure,The Adventure Company,0.07
PS2,2005.0,Shooter,SNK Playmore,0.05
X360,2014.0,Adventure,Namco Bandai Games,0.05
PS,1999.0,Fighting,Acclaim Entertainment,0.06
PS,2002.0,Fighting,Namco Bandai Games,0.0
DS,2011.0,Puzzle,Mastertronic,0.05
3DS,2012.0,Simulation,Ubisoft,0.07
PS2,2005.0,Sports,Konami Digital Entertainment,0.0
GBA,2002.0,Action,Ubisoft,0.08
GBA,2005.0,Misc,Zoo Digital Publishing,0.08
DS,2007.0,Simulation,O3 Entertainment,0.1
GBA,2004.0,Strategy,Atari,0.08
GC,2002.0,Sports,Sega,0.09
DS,2007.0,Action,Disney Interactive Studios,0.08
PSP,2011.0,Adventure,Aqua Plus,0.0
X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1
DS,2005.0,Adventure,Konami Digital Entertainment,0.07
PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04
PS2,2011.0,Fighting,THQ,0.05
PS2,2007.0,Sports,Konami Digital Entertainment,0.0
X360,2010.0,Misc,THQ,0.07
SAT,1995.0,Misc,Sega,0.0
DS,2007.0,Strategy,Nintendo,0.0
PS2,2004.0,Simulation,Konami Digital Entertainment,0.05
Wii,2010.0,Misc,Take-Two Interactive,0.1
DS,2008.0,Adventure,Konami Digital Entertainment,0.0
GBA,2002.0,Platform,Ubisoft,0.08
XB,2003.0,Platform,THQ,0.08
PS3,2011.0,Adventure,Activision,0.0
GC,2002.0,Fighting,Capcom,0.09
GC,2002.0,Racing,THQ,0.09
3DS,2015.0,Action,Namco Bandai Games,0.0
Wii,2009.0,Action,Capcom,0.1
DS,2007.0,Adventure,THQ,0.1
GBA,2002.0,Shooter,Konami Digital Entertainment,0.08
PS3,2016.0,Sports,Konami Digital Entertainment,0.0
Wii,2007.0,Shooter,Activision,0.1
PC,2011.0,Racing,Rondomedia,0.08
3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08
PS2,2002.0,Strategy,3DO,0.05
Wii,2007.0,Simulation,Namco Bandai Games,0.0
PSP,2008.0,Misc,System 3 Arcade Software,0.09
X360,2008.0,Platform,Brash Entertainment,0.1
X360,2008.0,Action,Vivendi Games,0.09
PC,2015.0,Racing,Slightly Mad Studios,0.0
DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08
PSP,2006.0,Action,Vivendi Games,0.1
PS3,2011.0,Adventure,THQ,0.0
DS,2007.0,Misc,Gameloft,0.1
GC,2005.0,Fighting,Midway Games,0.09
XB,2003.0,Sports,Sega,0.08
PS2,2008.0,Role-Playing,Eidos Interactive,0.05
GBA,2002.0,Action,Activision,0.08
PC,2009.0,Adventure,Daedalic,0.0
PS3,2013.0,Platform,Ubisoft,0.02
PS,1997.0,Shooter,GT Interactive,0.06
3DS,2011.0,Adventure,Ubisoft,0.06
PS2,2004.0,Strategy,Acclaim Entertainment,0.05
DS,2011.0,Misc,505 Games,0.07
Wii,2008.0,Misc,Ubisoft,0.09
X360,2007.0,Sports,Atari,0.08
DS,2010.0,Racing,Storm City Games,0.1
DS,2008.0,Action,Takara Tomy,0.08
3DS,2011.0,Sports,Namco Bandai Games,0.05
XB,2005.0,Action,Eidos Interactive,0.08
PS2,2009.0,Action,D3Publisher,0.05
DS,2011.0,Platform,505 Games,0.09
PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11
XB,2003.0,Sports,Activision,0.08
PSP,2006.0,Role-Playing,Namco Bandai Games,0.0
DS,2007.0,Action,Sega,0.0
GC,2003.0,Action,THQ,0.09
GBA,2005.0,Action,Zoo Digital Publishing,0.08
PS3,2011.0,Misc,Unknown,0.04
PSP,2006.0,Adventure,THQ,0.1
GC,2006.0,Misc,Nintendo,0.07
X360,2008.0,Misc,Konami Digital Entertainment,0.1
X360,2007.0,Racing,Empire Interactive,0.07
PS2,2002.0,Shooter,Taito,0.05
PS2,2003.0,Simulation,Tecmo Koei,0.05
DS,2008.0,Role-Playing,Nintendo,0.0
Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1
PSP,2011.0,Action,Tecmo Koei,0.0
X360,2011.0,Action,THQ,0.07
PSP,2005.0,Puzzle,Sony Computer Entertainment,0.0
PSP,2006.0,Action,Electronic Arts,0.09
DS,2009.0,Simulation,THQ,0.1
GC,2006.0,Shooter,Eidos Interactive,0.08
DS,2008.0,Simulation,Atlus,0.1
DS,2011.0,Action,THQ,0.09
PSP,2010.0,Racing,Disney Interactive Studios,0.07
Wii,2013.0,Misc,D3Publisher,0.03
PS2,2003.0,Fighting,Ignition Entertainment,0.05
SAT,1996.0,Adventure,Sega,0.0
PS,1998.0,Action,Acclaim Entertainment,0.06
N64,1999.0,Sports,Atlus,0.09
N64,1999.0,Platform,Ubisoft,0.09
N64,1999.0,Simulation,THQ,0.09
N64,1997.0,Platform,Sunsoft,0.09
N64,1999.0,Racing,Kemco,0.09
N64,1997.0,Action,GT Interactive,0.09
N64,2000.0,Racing,Activision,0.09
N64,1999.0,Action,Crave Entertainment,0.09
PC,2014.0,Action,Square Enix,0.0
Wii,2009.0,Misc,MTV Games,0.1
PS3,2014.0,Adventure,Namco Bandai Games,0.05
PSP,2010.0,Fighting,PQube,0.07
X360,2009.0,Action,Majesco Entertainment,0.07
SAT,1996.0,Fighting,Capcom,0.0
PS2,2002.0,Shooter,Namco Bandai Games,0.05
PS3,2016.0,Role-Playing,Namco Bandai Games,0.0
PSV,2014.0,Action,Tecmo Koei,0.0
PS2,2000.0,Simulation,Swing! Entertainment,0.05
PS2,2007.0,Adventure,Alchemist,0.0
PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0
PS3,2015.0,Action,Activision,0.03
PS2,2002.0,Sports,Xicat Interactive,0.05
3DS,2011.0,Adventure,Funbox Media,0.08
X360,2011.0,Sports,505 Games,0.09
PS,1999.0,Puzzle,Hasbro Interactive,0.06
PSP,2005.0,Platform,Konami Digital Entertainment,0.1
3DS,2012.0,Action,Unknown,0.0
DS,2007.0,Adventure,505 Games,0.09
PS2,2004.0,Action,Acclaim Entertainment,0.05
X360,2009.0,Action,Sega,0.07
PC,2011.0,Shooter,Ubisoft,0.05
SAT,1997.0,Misc,Sega,0.0
GBA,2004.0,Adventure,Nintendo,0.0
Wii,2009.0,Action,Konami Digital Entertainment,0.1
X360,2006.0,Racing,Activision,0.1
PSV,2011.0,Misc,Ubisoft,0.05
Wii,2009.0,Action,D3Publisher,0.1
XB,2002.0,Sports,Simon & Schuster Interactive,0.08
XB,2003.0,Sports,Microsoft Game Studios,0.08
XB,2002.0,Fighting,Activision,0.08
PS,1999.0,Racing,Syscom,0.06
PS,1997.0,Racing,ASCII Entertainment,0.06
PSV,2013.0,Action,Screenlife,0.0
SNES,1993.0,Sports,Victor Interactive,0.0
DS,2005.0,Puzzle,505 Games,0.08
DS,2006.0,Adventure,THQ,0.1
DS,2009.0,Simulation,Electronic Arts,0.08
Wii,2008.0,Platform,Eidos Interactive,0.1
PSV,2016.0,Fighting,Namco Bandai Games,0.0
SAT,1997.0,Role-Playing,Sega,0.0
PC,2011.0,Platform,Sega,0.02
DS,2008.0,Action,SouthPeak Games,0.1
PSP,2013.0,Role-Playing,Sega,0.0
GC,2002.0,Action,Universal Interactive,0.08
Wii,2009.0,Sports,Atari,0.1
PS,2000.0,Fighting,BAM! Entertainment,0.06
GC,nan,Role-Playing,Unknown,0.0
DS,2009.0,Simulation,Activision,0.1
PSP,2012.0,Action,Namco Bandai Games,0.0
DS,2010.0,Puzzle,Deep Silver,0.1
XB,2005.0,Adventure,Global Star,0.08
PS2,2005.0,Action,SCi,0.05
PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09
PS2,2003.0,Strategy,Tecmo Koei,0.05
PS2,2005.0,Sports,Valcon Games,0.05
SAT,1996.0,Sports,Sega,0.0
XB,2004.0,Platform,Electronic Arts,0.08
PS4,2016.0,Role-Playing,Namco Bandai Games,0.0
Wii,2009.0,Action,Rising Star Games,0.08
GC,2002.0,Misc,Midway Games,0.08
DS,2009.0,Sports,Hudson Soft,0.08
GC,2004.0,Adventure,THQ,0.08
XB,2002.0,Sports,Acclaim Entertainment,0.08
DS,2005.0,Racing,Majesco Entertainment,0.1
PS3,2013.0,Action,Nippon Ichi Software,0.05
X360,2009.0,Sports,Atari,0.1
PSP,2006.0,Action,Electronic Arts,0.09
GBA,2001.0,Platform,TDK Mediactive,0.08
PS2,2009.0,Misc,MTV Games,0.05
PSP,2007.0,Sports,Ubisoft,0.01
DS,2009.0,Action,Electronic Arts,0.09
3DS,2015.0,Misc,Takara Tomy,0.0
Wii,2011.0,Misc,Black Bean Games,0.08
PS2,2004.0,Shooter,Global Star,0.05
X360,2011.0,Misc,Ubisoft,0.1
XB,2003.0,Misc,Vivendi Games,0.08
X360,2009.0,Shooter,Bethesda Softworks,0.09
DS,2009.0,Adventure,Nintendo,0.0
DS,2007.0,Role-Playing,Rising Star Games,0.1
X360,2008.0,Action,Konami Digital Entertainment,0.1
X360,2014.0,Action,Square Enix,0.06
Wii,2011.0,Action,Activision,0.08
GC,2003.0,Racing,BAM! Entertainment,0.08
NES,1994.0,Role-Playing,Square,0.0
PS4,2015.0,Sports,Bigben Interactive,0.03
SAT,1997.0,Strategy,NCS,0.0
PS,2000.0,Racing,Codemasters,0.06
DS,2010.0,Action,505 Games,0.1
PS,1997.0,Shooter,GT Interactive,0.06
PS,1999.0,Misc,Midway Games,0.06
PSP,2004.0,Puzzle,Namco Bandai Games,0.0
DS,2009.0,Racing,Zoo Digital Publishing,0.1
3DS,2015.0,Puzzle,Nintendo,0.0
PS2,2007.0,Action,Eidos Interactive,0.05
PSP,2006.0,Misc,Square Enix,0.0
X360,2007.0,Puzzle,THQ,0.08
PSP,2008.0,Misc,Sony Computer Entertainment,0.0
PS3,2011.0,Misc,Activision,0.06
Wii,2010.0,Shooter,Majesco Entertainment,0.1
PS,1999.0,Strategy,PopTop Software,0.06
WiiU,2013.0,Strategy,Activision,0.06
DS,2009.0,Action,Oxygen Interactive,0.1
DS,2007.0,Misc,Disney Interactive Studios,0.1
XOne,2014.0,Action,Activision,0.06
DS,2006.0,Simulation,Konami Digital Entertainment,0.0
SNES,1993.0,Role-Playing,TOHO,0.0
PSP,2007.0,Sports,Take-Two Interactive,0.1
X360,2012.0,Action,Konami Digital Entertainment,0.07
DS,2008.0,Simulation,DTP Entertainment,0.1
WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1
PS,1995.0,Misc,Sony Computer Entertainment,0.0
PSP,2005.0,Action,Konami Digital Entertainment,0.1
PS,1996.0,Sports,Konami Digital Entertainment,0.01
Wii,2009.0,Simulation,THQ,0.1
GBA,2005.0,Action,Nintendo,0.08
PS,2000.0,Misc,Aruze Corp,0.0
DS,2009.0,Misc,Activision,0.09
Wii,2009.0,Sports,Destineer,0.1
X360,2010.0,Sports,Activision,0.1
PS2,2000.0,Puzzle,3DO,0.05
DS,2005.0,Action,Capcom,0.08
PC,2010.0,Action,Ubisoft,0.0
GBA,2005.0,Platform,Capcom,0.08
PS,1999.0,Sports,Starfish,0.06
DS,2005.0,Role-Playing,Nintendo,0.0
PS2,2006.0,Adventure,Aqua Plus,0.0
PS,1995.0,Sports,Human Entertainment,0.0
GC,2005.0,Sports,Electronic Arts,0.08
PS,1994.0,Shooter,Acclaim Entertainment,0.06
DS,2007.0,Puzzle,Crave Entertainment,0.1
3DS,2011.0,Fighting,PQube,0.05
PSP,2011.0,Role-Playing,Unknown,0.0
PC,2009.0,Adventure,HMH Interactive,0.0
PS,1999.0,Adventure,Konami Digital Entertainment,0.0
3DS,2011.0,Action,505 Games,0.0
PSP,2006.0,Sports,Electronic Arts,0.1
